Company,Filing Type,Filing,sentiment
A10 NETWORKS INC,8-K,0001580808-21-000169,positive
A10 NETWORKS INC,8-K,0001580808-22-000022,positive
A10 NETWORKS INC,8-K,0001580808-22-000028,negative
A10 NETWORKS INC,8-K,0001628280-18-008978,negative
A10 NETWORKS INC,8-K,0001628280-18-011548,negative
A10 NETWORKS INC,8-K,0001628280-19-012803,positive
A10 NETWORKS INC,8-K,0001628280-20-004993,negative
AAPL,8-K,0000320193-17-000006,positive
AAPL,8-K,0000320193-17-000067,positive
AAPL,8-K,0000320193-18-000005,positive
AAPL,8-K,0000320193-18-000067,positive
AAPL,8-K,0000320193-18-000098,positive
AAPL,8-K,0000320193-18-000142,negative
AAPL,8-K,0000320193-19-000002,negative
AAPL,8-K,0000320193-19-000007,negative
AAPL,8-K,0000320193-19-000026,negative
AAPL,8-K,0000320193-19-000032,negative
AAPL,8-K,0000320193-19-000063,negative
AAPL,8-K,0000320193-19-000073,positive
AAPL,8-K,0000320193-19-000093,negative
AAPL,8-K,0000320193-19-000117,positive
AAPL,8-K,0000320193-20-000008,negative
AAPL,8-K,0000320193-20-000050,positive
AAPL,8-K,0000320193-20-000060,positive
AAPL,8-K,0000320193-20-000094,positive
AAPL,8-K,0000320193-21-000009,negative
AAPL,8-K,0000320193-21-000055,negative
AAPL,8-K,0000320193-21-000063,positive
AAPL,8-K,0000320193-21-000104,positive
AAPL,8-K,0000320193-22-000006,negative
AAPL,8-K,0000912057-02-029692,negative
AAPL,8-K,0000912057-02-031595,negative
AAPL,8-K,0001047469-03-013617,negative
AAPL,8-K,0001104659-03-004649,negative
AAPL,8-K,0001104659-03-014913,negative
AAPL,8-K,0001104659-03-022879,negative
AAPL,8-K,0001104659-04-000896,negative
AAPL,8-K,0001104659-04-010122,negative
AAPL,8-K,0001104659-04-019574,negative
AAPL,8-K,0001104659-04-030400,negative
AAPL,8-K,0001104659-05-001183,negative
AAPL,8-K,0001104659-05-005507,positive
AAPL,8-K,0001104659-05-016307,negative
AAPL,8-K,0001104659-05-032297,positive
AAPL,8-K,0001104659-05-048094,positive
AAPL,8-K,0001104659-06-001428,negative
AAPL,8-K,0001104659-06-002690,positive
AAPL,8-K,0001104659-06-025992,negative
AAPL,8-K,0001104659-06-047739,positive
AAPL,8-K,0001104659-06-051302,positive
AAPL,8-K,0001104659-06-054118,positive
AAPL,8-K,0001104659-06-058808,positive
AAPL,8-K,0001104659-06-064935,negative
AAPL,8-K,0001104659-06-067275,positive
AAPL,8-K,0001104659-06-069015,negative
AAPL,8-K,0001104659-07-001648,negative
AAPL,8-K,0001104659-07-002905,negative
AAPL,8-K,0001104659-07-012760,negative
AAPL,8-K,0001104659-07-030938,negative
AAPL,8-K,0001104659-07-031354,positive
AAPL,8-K,0001104659-07-040672,negative
AAPL,8-K,0001104659-07-056111,negative
AAPL,8-K,0001104659-07-076142,positive
AAPL,8-K,0001104659-15-019336,negative
AAPL,8-K,0001181431-05-013840,negative
AAPL,8-K,0001181431-05-023450,negative
AAPL,8-K,0001181431-05-033177,positive
AAPL,8-K,0001181431-05-046871,positive
AAPL,8-K,0001181431-05-049163,negative
AAPL,8-K,0001181431-05-056604,positive
AAPL,8-K,0001181431-05-067468,negative
AAPL,8-K,0001181431-06-024759,positive
AAPL,8-K,0001181431-08-002372,negative
AAPL,8-K,0001181431-08-003342,positive
AAPL,8-K,0001181431-08-037620,positive
AAPL,8-K,0001181431-08-050059,negative
AAPL,8-K,0001181431-09-003017,negative
AAPL,8-K,0001181431-09-012161,negative
AAPL,8-K,0001181431-09-028400,positive
AAPL,8-K,0001181431-09-037492,positive
AAPL,8-K,0001181431-10-016054,positive
AAPL,8-K,0001181431-10-056327,neutral
AAPL,8-K,0001181431-11-003847,negative
AAPL,8-K,0001181431-11-036782,negative
AAPL,8-K,0001181431-11-047179,negative
AAPL,8-K,0001181431-11-051976,positive
AAPL,8-K,0001181431-11-056354,positive
AAPL,8-K,0001181431-12-032458,positive
AAPL,8-K,0001181431-12-038301,positive
AAPL,8-K,0001181431-13-041847,positive
AAPL,8-K,0001181431-13-050140,negative
AAPL,8-K,0001181431-14-021923,negative
AAPL,8-K,0001193125-08-009715,negative
AAPL,8-K,0001193125-08-088001,positive
AAPL,8-K,0001193125-08-154381,negative
AAPL,8-K,0001193125-08-213642,positive
AAPL,8-K,0001193125-09-009009,positive
AAPL,8-K,0001193125-09-084599,negative
AAPL,8-K,0001193125-09-152290,negative
AAPL,8-K,0001193125-09-209633,positive
AAPL,8-K,0001193125-10-012096,positive
AAPL,8-K,0001193125-10-044765,negative
AAPL,8-K,0001193125-10-087786,positive
AAPL,8-K,0001193125-10-161807,positive
AAPL,8-K,0001193125-10-230992,negative
AAPL,8-K,0001193125-11-009392,negative
AAPL,8-K,0001193125-11-045411,positive
AAPL,8-K,0001193125-11-103732,positive
AAPL,8-K,0001193125-11-191368,negative
AAPL,8-K,0001193125-11-273826,negative
AAPL,8-K,0001193125-12-021833,negative
AAPL,8-K,0001193125-12-081892,negative
AAPL,8-K,0001193125-12-178928,positive
AAPL,8-K,0001193125-12-312355,positive
AAPL,8-K,0001193125-12-435506,positive
AAPL,8-K,0001193125-13-020783,negative
AAPL,8-K,0001193125-13-085842,positive
AAPL,8-K,0001193125-13-167458,negative
AAPL,8-K,0001193125-13-167469,positive
AAPL,8-K,0001193125-13-170623,negative
AAPL,8-K,0001193125-13-199324,negative
AAPL,8-K,0001193125-13-267629,positive
AAPL,8-K,0001193125-13-298914,positive
AAPL,8-K,0001193125-13-413498,positive
AAPL,8-K,0001193125-14-022238,negative
AAPL,8-K,0001193125-14-084697,negative
AAPL,8-K,0001193125-14-154871,negative
AAPL,8-K,0001193125-14-154883,negative
AAPL,8-K,0001193125-14-184969,positive
AAPL,8-K,0001193125-14-228798,positive
AAPL,8-K,0001193125-14-271698,negative
AAPL,8-K,0001193125-14-275598,negative
AAPL,8-K,0001193125-14-277193,positive
AAPL,8-K,0001193125-14-376361,positive
AAPL,8-K,0001193125-14-406296,positive
AAPL,8-K,0001193125-15-021857,positive
AAPL,8-K,0001193125-15-023732,positive
AAPL,8-K,0001193125-15-039270,negative
AAPL,8-K,0001193125-15-149590,negative
AAPL,8-K,0001193125-15-149607,negative
AAPL,8-K,0001193125-15-186064,positive
AAPL,8-K,0001193125-15-219298,positive
AAPL,8-K,0001193125-15-258464,positive
AAPL,8-K,0001193125-15-273023,negative
AAPL,8-K,0001193125-15-322466,negative
AAPL,8-K,0001193125-15-336615,negative
AAPL,8-K,0001193125-15-354756,positive
AAPL,8-K,0001193125-15-406279,negative
AAPL,8-K,0001193125-15-410853,positive
AAPL,8-K,0001193125-16-438421,positive
AAPL,8-K,0001193125-16-473562,positive
AAPL,8-K,0001193125-16-516891,positive
AAPL,8-K,0001193125-16-556520,negative
AAPL,8-K,0001193125-16-628957,negative
AAPL,8-K,0001193125-16-672044,positive
AAPL,8-K,0001193125-17-036283,negative
AAPL,8-K,0001193125-17-064019,negative
AAPL,8-K,0001193125-17-069853,negative
AAPL,8-K,0001193125-17-167400,positive
AAPL,8-K,0001193125-17-181867,negative
AAPL,8-K,0001193125-17-208226,negative
AAPL,8-K,0001193125-17-262261,positive
AAPL,8-K,0001193125-17-282809,positive
AAPL,8-K,0001193125-17-308859,positive
AAPL,8-K,0001193125-17-341015,negative
AAPL,8-K,0001193125-18-045761,positive
AAPL,8-K,0001193125-18-154515,positive
AAPL,8-K,0001193125-19-242975,positive
AAPL,8-K,0001193125-19-292676,positive
AAPL,8-K,0001193125-20-039203,negative
AAPL,8-K,0001193125-20-050884,positive
AAPL,8-K,0001193125-20-139112,negative
AAPL,8-K,0001193125-20-213158,positive
AAPL,8-K,0001193125-20-225672,positive
AAPL,8-K,0001193125-21-001982,positive
AAPL,8-K,0001193125-21-032394,positive
AAPL,8-K,0001193125-21-054710,positive
AAPL,8-K,0001193125-21-237787,positive
AAPL,8-K,0001193125-21-328151,negative
AAPL,8-K,0001193125-22-066169,negative
AAPL,8-K,0001628280-16-017762,positive
AAPL,8-K,0001628280-16-020258,negative
AAPL,8-K,0001628280-16-022047,negative
AAPL,8-K,0001628280-17-000663,positive
AAPL,8-K,0001628280-17-004663,positive
ACI WORLDWIDE INC,10-K,0000935036-20-000009,positive
ACI WORLDWIDE INC,10-K,0000935036-21-000014,negative
ACI WORLDWIDE INC,10-K,0000935036-22-000010,positive
ACI WORLDWIDE INC,10-K,0000950123-09-003964,negative
ACI WORLDWIDE INC,10-K,0000950123-10-018148,negative
ACI WORLDWIDE INC,10-K,0000950123-11-015619,positive
ACI WORLDWIDE INC,10-K,0001047469-08-000679,negative
ACI WORLDWIDE INC,10-K,0001193125-12-072292,positive
ACI WORLDWIDE INC,10-K,0001193125-13-087445,negative
ACI WORLDWIDE INC,10-K,0001193125-14-076222,negative
ACI WORLDWIDE INC,10-K,0001193125-15-065399,negative
ACI WORLDWIDE INC,10-K,0001193125-16-481404,positive
ACI WORLDWIDE INC,10-K,0001193125-17-065734,negative
ACI WORLDWIDE INC,10-K,0001193125-18-060188,positive
ACI WORLDWIDE INC,10-K,0001193125-19-058622,negative
ACI WORLDWIDE INC,10-Q,0000935036-19-000009,negative
ACI WORLDWIDE INC,10-Q,0000935036-20-000019,negative
ACI WORLDWIDE INC,10-Q,0000935036-20-000031,positive
ACI WORLDWIDE INC,10-Q,0000935036-20-000043,negative
ACI WORLDWIDE INC,10-Q,0000935036-21-000032,negative
ACI WORLDWIDE INC,10-Q,0000935036-21-000053,positive
ACI WORLDWIDE INC,10-Q,0000935036-21-000068,negative
ACI WORLDWIDE INC,10-Q,0000950123-09-032263,negative
ACI WORLDWIDE INC,10-Q,0000950123-09-059213,negative
ACI WORLDWIDE INC,10-Q,0000950123-10-043611,negative
ACI WORLDWIDE INC,10-Q,0000950123-10-070376,negative
ACI WORLDWIDE INC,10-Q,0000950123-10-097940,positive
ACI WORLDWIDE INC,10-Q,0000950123-11-041506,negative
ACI WORLDWIDE INC,10-Q,0000950137-09-003756,negative
ACI WORLDWIDE INC,10-Q,0001104659-07-061306,negative
ACI WORLDWIDE INC,10-Q,0001104659-07-070942,negative
ACI WORLDWIDE INC,10-Q,0001104659-08-011562,positive
ACI WORLDWIDE INC,10-Q,0001104659-08-031815,positive
ACI WORLDWIDE INC,10-Q,0001104659-08-051898,positive
ACI WORLDWIDE INC,10-Q,0001104659-08-069015,positive
ACI WORLDWIDE INC,10-Q,0001193125-11-203710,negative
ACI WORLDWIDE INC,10-Q,0001193125-11-285652,negative
ACI WORLDWIDE INC,10-Q,0001193125-12-222715,positive
ACI WORLDWIDE INC,10-Q,0001193125-12-337442,negative
ACI WORLDWIDE INC,10-Q,0001193125-12-461815,positive
ACI WORLDWIDE INC,10-Q,0001193125-13-204568,positive
ACI WORLDWIDE INC,10-Q,0001193125-13-327324,negative
ACI WORLDWIDE INC,10-Q,0001193125-14-178687,positive
ACI WORLDWIDE INC,10-Q,0001193125-14-289556,positive
ACI WORLDWIDE INC,10-Q,0001193125-14-388958,negative
ACI WORLDWIDE INC,10-Q,0001193125-15-160426,positive
ACI WORLDWIDE INC,10-Q,0001193125-15-269560,positive
ACI WORLDWIDE INC,10-Q,0001193125-15-367564,negative
ACI WORLDWIDE INC,10-Q,0001193125-16-579357,negative
ACI WORLDWIDE INC,10-Q,0001193125-16-661756,negative
ACI WORLDWIDE INC,10-Q,0001193125-16-758425,positive
ACI WORLDWIDE INC,10-Q,0001193125-17-157543,positive
ACI WORLDWIDE INC,10-Q,0001193125-17-237631,negative
ACI WORLDWIDE INC,10-Q,0001193125-17-330429,positive
ACI WORLDWIDE INC,10-Q,0001193125-18-159049,negative
ACI WORLDWIDE INC,10-Q,0001193125-18-236738,negative
ACI WORLDWIDE INC,10-Q,0001193125-18-322064,positive
ACI WORLDWIDE INC,10-Q,0001193125-19-142712,positive
ACI WORLDWIDE INC,10-Q,0001628280-19-010452,positive
ACI WORLDWIDE INC,8-K,0000935036-19-000007,positive
ACI WORLDWIDE INC,8-K,0000935036-20-000005,negative
ACI WORLDWIDE INC,8-K,0000935036-20-000011,positive
ACI WORLDWIDE INC,8-K,0000935036-20-000016,negative
ACI WORLDWIDE INC,8-K,0000935036-20-000029,positive
ACI WORLDWIDE INC,8-K,0000935036-20-000040,negative
ACI WORLDWIDE INC,8-K,0000935036-20-000047,negative
ACI WORLDWIDE INC,8-K,0000935036-21-000004,negative
ACI WORLDWIDE INC,8-K,0000935036-21-000011,negative
ACI WORLDWIDE INC,8-K,0000935036-21-000016,negative
ACI WORLDWIDE INC,8-K,0000935036-21-000019,positive
ACI WORLDWIDE INC,8-K,0000935036-21-000030,positive
ACI WORLDWIDE INC,8-K,0000935036-21-000035,positive
ACI WORLDWIDE INC,8-K,0000935036-21-000041,negative
ACI WORLDWIDE INC,8-K,0000935036-21-000049,negative
ACI WORLDWIDE INC,8-K,0000935036-21-000066,negative
ACI WORLDWIDE INC,8-K,0000935036-21-000072,negative
ACI WORLDWIDE INC,8-K,0000935036-21-000075,negative
ACI WORLDWIDE INC,8-K,0000935036-22-000007,positive
ACI WORLDWIDE INC,8-K,0000950123-09-003481,negative
ACI WORLDWIDE INC,8-K,0000950123-09-004357,negative
ACI WORLDWIDE INC,8-K,0000950123-09-008095,negative
ACI WORLDWIDE INC,8-K,0000950123-09-010727,positive
ACI WORLDWIDE INC,8-K,0000950123-09-012807,positive
ACI WORLDWIDE INC,8-K,0000950123-09-030630,negative
ACI WORLDWIDE INC,8-K,0000950123-09-048573,negative
ACI WORLDWIDE INC,8-K,0000950123-09-057969,negative
ACI WORLDWIDE INC,8-K,0000950123-09-069563,positive
ACI WORLDWIDE INC,8-K,0000950123-09-071166,positive
ACI WORLDWIDE INC,8-K,0000950123-10-016660,negative
ACI WORLDWIDE INC,8-K,0000950123-10-020813,positive
ACI WORLDWIDE INC,8-K,0000950123-10-022354,positive
ACI WORLDWIDE INC,8-K,0000950123-10-040034,negative
ACI WORLDWIDE INC,8-K,0000950123-10-048756,negative
ACI WORLDWIDE INC,8-K,0000950123-10-057870,positive
ACI WORLDWIDE INC,8-K,0000950123-10-069397,negative
ACI WORLDWIDE INC,8-K,0000950123-10-071822,positive
ACI WORLDWIDE INC,8-K,0000950123-10-086052,negative
ACI WORLDWIDE INC,8-K,0000950123-10-096908,positive
ACI WORLDWIDE INC,8-K,0000950123-10-111596,positive
ACI WORLDWIDE INC,8-K,0000950123-11-014053,negative
ACI WORLDWIDE INC,8-K,0000950123-11-022907,negative
ACI WORLDWIDE INC,8-K,0000950123-11-025386,negative
ACI WORLDWIDE INC,8-K,0000950123-11-040485,positive
ACI WORLDWIDE INC,8-K,0000950123-11-049154,positive
ACI WORLDWIDE INC,8-K,0000950123-11-059802,positive
ACI WORLDWIDE INC,8-K,0000950123-11-068078,positive
ACI WORLDWIDE INC,8-K,0000950123-11-068398,negative
ACI WORLDWIDE INC,8-K,0000950123-11-071635,negative
ACI WORLDWIDE INC,8-K,0000950123-11-077413,negative
ACI WORLDWIDE INC,8-K,0000950123-11-080095,positive
ACI WORLDWIDE INC,8-K,0000950123-11-081290,positive
ACI WORLDWIDE INC,8-K,0000950123-11-083058,negative
ACI WORLDWIDE INC,8-K,0000950123-11-093077,positive
ACI WORLDWIDE INC,8-K,0000950123-11-093541,positive
ACI WORLDWIDE INC,8-K,0000950134-09-005127,negative
ACI WORLDWIDE INC,8-K,0000950137-09-004131,negative
ACI WORLDWIDE INC,8-K,0001104659-07-062858,negative
ACI WORLDWIDE INC,8-K,0001104659-07-067747,positive
ACI WORLDWIDE INC,8-K,0001104659-07-070126,negative
ACI WORLDWIDE INC,8-K,0001104659-07-072787,negative
ACI WORLDWIDE INC,8-K,0001104659-07-089083,negative
ACI WORLDWIDE INC,8-K,0001104659-07-089208,negative
ACI WORLDWIDE INC,8-K,0001104659-07-090384,positive
ACI WORLDWIDE INC,8-K,0001104659-08-006955,positive
ACI WORLDWIDE INC,8-K,0001104659-08-011171,negative
ACI WORLDWIDE INC,8-K,0001104659-08-011308,positive
ACI WORLDWIDE INC,8-K,0001104659-08-015510,positive
ACI WORLDWIDE INC,8-K,0001104659-08-016313,negative
ACI WORLDWIDE INC,8-K,0001104659-08-018546,negative
ACI WORLDWIDE INC,8-K,0001104659-08-022096,positive
ACI WORLDWIDE INC,8-K,0001104659-08-030983,negative
ACI WORLDWIDE INC,8-K,0001104659-08-034863,positive
ACI WORLDWIDE INC,8-K,0001104659-08-038962,negative
ACI WORLDWIDE INC,8-K,0001104659-08-040186,negative
ACI WORLDWIDE INC,8-K,0001104659-08-052059,negative
ACI WORLDWIDE INC,8-K,0001104659-08-053287,positive
ACI WORLDWIDE INC,8-K,0001104659-08-068348,negative
ACI WORLDWIDE INC,8-K,0001104659-08-077314,negative
ACI WORLDWIDE INC,8-K,0001104659-08-078227,positive
ACI WORLDWIDE INC,8-K,0001104659-09-000925,negative
ACI WORLDWIDE INC,8-K,0001104659-09-010209,positive
ACI WORLDWIDE INC,8-K,0001193125-07-165542,negative
ACI WORLDWIDE INC,8-K,0001193125-07-176650,negative
ACI WORLDWIDE INC,8-K,0001193125-08-196752,negative
ACI WORLDWIDE INC,8-K,0001193125-11-258420,negative
ACI WORLDWIDE INC,8-K,0001193125-11-262755,positive
ACI WORLDWIDE INC,8-K,0001193125-11-262772,negative
ACI WORLDWIDE INC,8-K,0001193125-11-282975,negative
ACI WORLDWIDE INC,8-K,0001193125-11-311378,negative
ACI WORLDWIDE INC,8-K,0001193125-11-326559,positive
ACI WORLDWIDE INC,8-K,0001193125-11-341049,negative
ACI WORLDWIDE INC,8-K,0001193125-11-348966,positive
ACI WORLDWIDE INC,8-K,0001193125-11-354679,positive
ACI WORLDWIDE INC,8-K,0001193125-12-021076,negative
ACI WORLDWIDE INC,8-K,0001193125-12-038539,negative
ACI WORLDWIDE INC,8-K,0001193125-12-047368,negative
ACI WORLDWIDE INC,8-K,0001193125-12-058183,positive
ACI WORLDWIDE INC,8-K,0001193125-12-060537,negative
ACI WORLDWIDE INC,8-K,0001193125-12-065369,negative
ACI WORLDWIDE INC,8-K,0001193125-12-097796,negative
ACI WORLDWIDE INC,8-K,0001193125-12-206409,positive
ACI WORLDWIDE INC,8-K,0001193125-12-223883,negative
ACI WORLDWIDE INC,8-K,0001193125-12-274813,positive
ACI WORLDWIDE INC,8-K,0001193125-12-315527,positive
ACI WORLDWIDE INC,8-K,0001193125-12-394010,positive
ACI WORLDWIDE INC,8-K,0001193125-12-460359,negative
ACI WORLDWIDE INC,8-K,0001193125-13-032831,positive
ACI WORLDWIDE INC,8-K,0001193125-13-081906,negative
ACI WORLDWIDE INC,8-K,0001193125-13-090560,negative
ACI WORLDWIDE INC,8-K,0001193125-13-101128,negative
ACI WORLDWIDE INC,8-K,0001193125-13-194044,negative
ACI WORLDWIDE INC,8-K,0001193125-13-238282,positive
ACI WORLDWIDE INC,8-K,0001193125-13-257268,negative
ACI WORLDWIDE INC,8-K,0001193125-13-324299,positive
ACI WORLDWIDE INC,8-K,0001193125-13-329917,negative
ACI WORLDWIDE INC,8-K,0001193125-13-340728,positive
ACI WORLDWIDE INC,8-K,0001193125-13-374678,negative
ACI WORLDWIDE INC,8-K,0001193125-13-427782,negative
ACI WORLDWIDE INC,8-K,0001193125-13-441188,positive
ACI WORLDWIDE INC,8-K,0001193125-13-477808,negative
ACI WORLDWIDE INC,8-K,0001193125-14-071004,negative
ACI WORLDWIDE INC,8-K,0001193125-14-083283,positive
ACI WORLDWIDE INC,8-K,0001193125-14-113498,positive
ACI WORLDWIDE INC,8-K,0001193125-14-174320,positive
ACI WORLDWIDE INC,8-K,0001193125-14-183788,negative
ACI WORLDWIDE INC,8-K,0001193125-14-247333,negative
ACI WORLDWIDE INC,8-K,0001193125-14-280481,positive
ACI WORLDWIDE INC,8-K,0001193125-14-288124,negative
ACI WORLDWIDE INC,8-K,0001193125-14-313287,positive
ACI WORLDWIDE INC,8-K,0001193125-14-388354,negative
ACI WORLDWIDE INC,8-K,0001193125-14-409239,negative
ACI WORLDWIDE INC,8-K,0001193125-14-430068,negative
ACI WORLDWIDE INC,8-K,0001193125-15-027879,positive
ACI WORLDWIDE INC,8-K,0001193125-15-063918,positive
ACI WORLDWIDE INC,8-K,0001193125-15-076099,positive
ACI WORLDWIDE INC,8-K,0001193125-15-158499,positive
ACI WORLDWIDE INC,8-K,0001193125-15-170313,negative
ACI WORLDWIDE INC,8-K,0001193125-15-221805,negative
ACI WORLDWIDE INC,8-K,0001193125-15-269249,negative
ACI WORLDWIDE INC,8-K,0001193125-15-300202,negative
ACI WORLDWIDE INC,8-K,0001193125-15-324573,negative
ACI WORLDWIDE INC,8-K,0001193125-15-327671,negative
ACI WORLDWIDE INC,8-K,0001193125-15-366121,negative
ACI WORLDWIDE INC,8-K,0001193125-15-366569,positive
ACI WORLDWIDE INC,8-K,0001193125-15-393199,positive
ACI WORLDWIDE INC,8-K,0001193125-15-399061,negative
ACI WORLDWIDE INC,8-K,0001193125-16-438337,positive
ACI WORLDWIDE INC,8-K,0001193125-16-477073,negative
ACI WORLDWIDE INC,8-K,0001193125-16-495259,negative
ACI WORLDWIDE INC,8-K,0001193125-16-498456,positive
ACI WORLDWIDE INC,8-K,0001193125-16-499325,positive
ACI WORLDWIDE INC,8-K,0001193125-16-578819,positive
ACI WORLDWIDE INC,8-K,0001193125-16-606501,negative
ACI WORLDWIDE INC,8-K,0001193125-16-626525,neutral
ACI WORLDWIDE INC,8-K,0001193125-16-661039,positive
ACI WORLDWIDE INC,8-K,0001193125-16-757997,negative
ACI WORLDWIDE INC,8-K,0001193125-17-058978,positive
ACI WORLDWIDE INC,8-K,0001193125-17-066637,positive
ACI WORLDWIDE INC,8-K,0001193125-17-077413,negative
ACI WORLDWIDE INC,8-K,0001193125-17-159021,negative
ACI WORLDWIDE INC,8-K,0001193125-17-200238,positive
ACI WORLDWIDE INC,8-K,0001193125-17-208196,negative
ACI WORLDWIDE INC,8-K,0001193125-17-237452,positive
ACI WORLDWIDE INC,8-K,0001193125-17-261054,negative
ACI WORLDWIDE INC,8-K,0001193125-17-330301,negative
ACI WORLDWIDE INC,8-K,0001193125-17-342762,positive
ACI WORLDWIDE INC,8-K,0001193125-18-053060,negative
ACI WORLDWIDE INC,8-K,0001193125-18-056086,negative
ACI WORLDWIDE INC,8-K,0001193125-18-158321,negative
ACI WORLDWIDE INC,8-K,0001193125-18-195612,negative
ACI WORLDWIDE INC,8-K,0001193125-18-235726,negative
ACI WORLDWIDE INC,8-K,0001193125-18-238971,positive
ACI WORLDWIDE INC,8-K,0001193125-18-241502,positive
ACI WORLDWIDE INC,8-K,0001193125-18-254066,positive
ACI WORLDWIDE INC,8-K,0001193125-18-321796,negative
ACI WORLDWIDE INC,8-K,0001193125-18-326348,positive
ACI WORLDWIDE INC,8-K,0001193125-19-055642,negative
ACI WORLDWIDE INC,8-K,0001193125-19-069083,negative
ACI WORLDWIDE INC,8-K,0001193125-19-103349,negative
ACI WORLDWIDE INC,8-K,0001193125-19-142276,positive
ACI WORLDWIDE INC,8-K,0001193125-19-143201,negative
ACI WORLDWIDE INC,8-K,0001193125-19-152445,positive
ACI WORLDWIDE INC,8-K,0001193125-19-170253,positive
ACI WORLDWIDE INC,8-K,0001193125-19-216081,negative
ACI WORLDWIDE INC,8-K,0001193125-19-287277,positive
ACI WORLDWIDE INC,8-K,0001193125-19-296714,negative
ACI WORLDWIDE INC,8-K,0001193125-19-300584,positive
