Company,cik_number,sic,AU,Number_of_new_accounts,Sales Cycle,qualified-leads,Percentage Conversion,CAC,Penetration rate,Net Promoter Score,Revenue rate,churn rate,Growth revenue rate,arpa,acv,ltv,CAC Payback,LTV/CAC,sentiment
A10 NETWORKS INC,0001580808,20-000014,176,13,63,10.21504869,2.435739393,331.487395,40.71029154,-4,29.11183549,6.342670563,40.00257381,42.60877382,10282.67919,402.6544285,5,1.214690014,positive
A10 NETWORKS INC,0001580808,21-000043,292,13,69,16.60277543,88.80274847,449.5843813,40.00965485,6,35.19991283,5.765345997,43.13703809,45.2940614,21746.05115,514.5005206,12,1.144391447,positive
A10 NETWORKS INC,0001580808,22-000053,300,12,89,27.88853799,62.01725687,360.00559,93.47765214,33,44.42592992,5.974384253,42.38130632,36.96900787,17014.46921,327.8662668,7,0.910725488,negative
A10 NETWORKS INC,0001628280,18-011503,256,15,96,20.75936956,34.14106084,434.3536228,59.43990033,36,24.49600854,6.564024789,34.39816277,33.27654279,22970.65266,292.6692497,8,0.673804095,negative
A10 NETWORKS INC,0001628280,19-003017,251,11,96,24.24132244,17.95272808,380.7638585,81.75587546,45,15.92709068,3.493787663,16.52146401,31.43930231,10032.17491,402.0728895,10,1.055963902,positive
A10 NETWORKS INC,0001564590,14-002100,170,15,88,11.07838656,54.41937397,437.4110927,47.85522813,2,38.17102132,3.899494537,20.31948756,35.97378128,10955.56161,427.0997336,11,0.976426389,negative
A10 NETWORKS INC,0001580808,14-000006,245,13,96,15.13181703,82.48690973,333.4853391,6.178357337,4,42.80536441,6.590017275,24.22364069,36.35200739,27362.1655,257.1924393,8,0.771225626,positive
A10 NETWORKS INC,0001580808,14-000026,255,15,75,13.99513856,5.374525512,430.6619203,33.52658204,35,40.23673334,3.921090811,23.76049151,44.73217188,29072.86319,702.1603379,7,1.63042123,positive
A10 NETWORKS INC,0001580808,15-000018,180,11,87,17.99482132,60.49363695,329.2411027,17.23770872,5,30.96417208,6.395130635,25.21958356,44.81075198,20113.2787,426.1363767,5,1.294298838,negative
A10 NETWORKS INC,0001580808,15-000036,257,15,91,20.65428882,87.14273936,333.2872291,47.082846,48,32.96733908,5.894317364,41.55814218,25.89973924,13333.93921,287.5639859,7,0.862811295,positive
A10 NETWORKS INC,0001580808,15-000044,269,14,98,26.68801677,42.30649479,305.584427,35.52478098,45,36.95213442,5.533098192,36.72792326,23.38411799,27638.31658,178.5513044,9,0.584294514,negative
A10 NETWORKS INC,0001580808,16-000083,297,15,64,20.60634485,30.84611901,406.162281,19.1880184,6,18.96314853,4.902779136,37.25405588,49.34122545,21101.36697,442.427481,12,1.089287464,negative
A10 NETWORKS INC,0001580808,16-000104,273,14,80,20.98650704,4.140421502,383.4857371,42.47531697,47,15.77841403,4.431115091,31.28300338,39.0053576,18409.52735,415.4251455,11,1.083287083,positive
A10 NETWORKS INC,0001580808,16-000111,279,10,77,29.37188644,16.60988571,360.8861307,24.70491205,39,30.01505627,4.960184629,22.97581065,39.29020561,19819.8374,350.3099692,5,0.97069391,negative
A10 NETWORKS INC,0001580808,17-000031,314,12,107,31.54294245,13.37282213,426.738173,38.74728622,29,17.59210099,5.43320331,27.5790507,36.47376334,22313.55179,423.7677666,8,0.993039277,negative
A10 NETWORKS INC,0001580808,17-000050,191,14,106,21.43439183,41.08821388,396.0166559,77.61357066,40,37.45713668,6.098145692,41.34021596,48.30504999,15761.25464,511.9641996,8,1.292784513,negative
A10 NETWORKS INC,0001580808,17-000064,250,10,85,27.61889565,58.74408089,301.671256,10.96321203,-3,27.1787679,5.712692155,22.27868419,28.13735485,11253.89269,223.8123616,7,0.741908144,negative
A10 NETWORKS INC,0001580808,18-000033,184,14,76,14.69589347,43.37163577,331.7470324,60.3011283,-2,26.0167659,5.120738837,33.25435159,23.09826982,27587.14075,215.5240557,11,0.649663854,negative
A10 NETWORKS INC,0001580808,18-000037,259,15,82,26.21592332,52.06745869,413.4028665,55.41271153,18,21.92778821,3.608139464,27.18538931,27.9430104,13426.56933,369.3061229,11,0.893332274,positive
A10 NETWORKS INC,0001580808,18-000040,268,10,103,25.88952446,47.20649104,318.2468858,62.09303868,34,27.93455702,3.096261683,17.98211966,32.89028105,23880.39441,677.8456343,12,2.129936425,negative
A10 NETWORKS INC,0001580808,19-000008,252,15,72,22.59349173,22.10967389,434.9958173,28.47692219,3,22.03522828,3.169648798,22.92367865,42.84648141,10183.25966,888.2053873,12,2.041871099,positive
A10 NETWORKS INC,0001580808,19-000019,230,12,87,21.95815588,60.17308096,362.3246152,60.50189713,41,41.76858614,5.788133886,38.96235538,25.94518681,17898.87579,198.2433485,6,0.547142922,negative
A10 NETWORKS INC,0001580808,20-000029,203,14,79,18.70704819,49.49411344,352.4185535,89.14681346,-1,41.64744018,4.888662503,30.16239852,48.28753521,23644.6042,544.5034848,8,1.545047726,negative
A10 NETWORKS INC,0001580808,20-000085,242,15,75,17.67278583,54.77590114,325.2102026,21.66944916,-10,20.64605463,5.405274368,36.65757337,22.66834102,12731.49944,266.12572,5,0.818319099,positive
A10 NETWORKS INC,0001580808,20-000123,213,15,85,16.16682028,69.05954151,380.8684805,85.55450405,20,16.69419842,5.027025178,21.90930209,42.34307914,18730.08874,443.7947867,11,1.165217941,positive
A10 NETWORKS INC,0001580808,21-000077,250,12,106,27.89265036,48.07043564,346.1525719,79.77273397,-7,20.37390248,4.214174032,24.24971781,23.85656643,23453.58685,392.7306158,9,1.134559289,positive
A10 NETWORKS INC,0001580808,21-000114,155,15,64,10.00515524,61.5924482,381.9326873,39.04190612,-2,17.30514094,5.061360939,37.20966289,40.39888476,10982.03684,476.2327671,9,1.246902355,negative
A10 NETWORKS INC,0001580808,21-000177,180,13,105,10.68770114,51.86550147,345.9717304,78.38835435,22,42.08262151,3.814721134,43.63944307,29.25255565,24877.08193,529.3364561,4,1.529999158,negative
A10 NETWORKS INC,0001628280,19-013090,318,15,80,17.13464976,39.99604445,321.9358476,36.12115954,-15,40.07186927,4.331908545,37.92148912,39.17930185,10623.39565,498.9047271,8,1.549702311,positive
ACI WORLDWIDE INC,0000935036,20-000009,241,15,96,18.27678742,12.56667485,375.2571098,51.50264982,41,32.29369829,6.238065024,18.92151042,47.98278219,18046.58522,517.1326573,8,1.378075575,positive
ACI WORLDWIDE INC,0000935036,21-000014,274,10,101,25.6273476,50.70977927,438.0644395,39.63613242,49,35.87572059,4.784033493,21.1579179,44.11823237,25752.54666,542.9087038,4,1.239335255,positive
ACI WORLDWIDE INC,0000935036,22-000010,276,11,64,30.42874011,86.24172892,400.5493169,56.18262078,13,26.59030948,3.485014633,31.35128473,32.05102683,24423.28575,446.4033266,10,1.114477813,positive
ACI WORLDWIDE INC,0000950123,09-003964,245,15,94,24.67325167,9.997514408,303.6474959,18.73521501,35,22.87402363,5.428938712,40.55384443,49.6020491,17754.00786,617.8004353,4,2.034597498,positive
ACI WORLDWIDE INC,0000950123,10-018148,243,13,77,25.86897909,47.75136845,414.2022984,55.15568918,45,15.58687998,3.082106962,15.29277001,22.45962348,26368.88392,345.4539901,4,0.834022388,positive
ACI WORLDWIDE INC,0000950123,11-015619,167,13,78,15.37058351,29.87121179,442.5540752,48.54641485,27,33.04271062,5.197126152,23.80807282,27.28808454,20263.47599,255.3900935,10,0.577082232,positive
ACI WORLDWIDE INC,0001047469,08-000679,177,15,74,15.68725004,62.67820401,316.3201021,17.77743031,-3,39.96602551,3.117079527,41.08311071,33.42265839,15223.55654,435.9912048,6,1.378322787,positive
ACI WORLDWIDE INC,0001193125,12-072292,227,10,69,19.40528715,50.84710037,342.6454968,21.93917332,-3,43.28707703,3.552245077,44.04509059,24.32522086,28464.13525,374.7555306,11,1.093712114,negative
ACI WORLDWIDE INC,0001193125,13-087445,214,15,108,23.88513368,54.27659073,442.2945517,21.02840079,45,28.86289103,5.928894815,36.0110055,26.72020552,20894.75813,218.3880661,6,0.493761601,negative
ACI WORLDWIDE INC,0001193125,14-076222,193,10,84,18.71666004,0.037880145,334.5130645,5.816237764,1,28.75853932,4.880226136,17.97843438,38.80935559,18564.83805,359.295421,12,1.074084869,positive
ACI WORLDWIDE INC,0001193125,15-065399,208,11,97,23.55817784,23.56413891,303.4876188,29.01338336,-4,44.9488989,6.315657205,37.88888008,21.81531471,14481.92187,145.8892411,10,0.480709037,negative
ACI WORLDWIDE INC,0001193125,16-481404,207,11,89,12.38681628,6.953392804,447.3810898,87.01928759,0,33.27849693,5.922044166,19.74444561,40.32745819,11713.61054,437.8983495,5,0.978803887,negative
ACI WORLDWIDE INC,0001193125,17-065734,229,12,76,24.20551083,91.99409378,363.6938109,32.82555852,21,24.62460207,3.181700222,29.4857065,29.86750773,11034.97142,556.6234359,5,1.530472665,negative
ACI WORLDWIDE INC,0001193125,18-060188,284,14,70,25.26178191,79.53253556,388.3937864,57.50999017,1,19.44106798,6.556025155,16.83443597,26.53667811,17794.91331,237.0325994,5,0.61028937,negative
ACI WORLDWIDE INC,0001193125,19-058622,287,15,90,17.37022619,88.98314011,434.203913,79.62948342,-14,36.59025928,3.481982615,44.72053731,33.33477283,16233.21527,387.1397488,7,0.891608153,negative
ACI WORLDWIDE INC,0000935036,19-000009,258,11,79,22.59505964,54.22813394,440.2694155,24.26755552,-3,39.6439405,4.476263836,22.64955177,28.00259525,14522.27257,393.1016164,7,0.892866056,negative
ACI WORLDWIDE INC,0000935036,20-000019,247,10,95,22.03568482,91.39757325,328.0812035,42.09300296,-9,15.28703666,4.224561639,28.32595072,39.85710863,24478.96292,583.0076477,12,1.7770224,negative
ACI WORLDWIDE INC,0000935036,20-000031,187,11,85,13.42579865,85.99381226,360.3620292,39.48596747,48,33.97772026,5.913598817,24.63115168,40.46724601,17649.22112,469.8991274,12,1.30396404,negative
ACI WORLDWIDE INC,0000935036,20-000043,286,12,71,17.72400626,46.33709361,359.5614738,51.69565334,24,31.14504841,5.420051819,20.19752047,42.70386205,18515.06051,418.4095356,5,1.163666205,negative
ACI WORLDWIDE INC,0000935036,21-000032,187,14,74,20.62216826,32.70486099,447.5084451,20.76084454,19,26.59981709,4.162451819,15.85489651,22.79262261,20204.26254,332.8357582,6,0.743753022,negative
ACI WORLDWIDE INC,0000935036,21-000053,306,15,79,31.29536585,3.035289019,440.5653839,90.77711843,19,43.76973386,3.114666192,18.65632924,37.35151531,21305.29385,685.5028058,10,1.555961569,negative
ACI WORLDWIDE INC,0000935036,21-000068,227,14,85,18.44762864,56.24945282,336.2122925,53.53187443,22,29.15203412,6.927154211,44.99471347,25.71681687,18534.67222,203.6830002,8,0.605816636,positive
ACI WORLDWIDE INC,0000950123,09-032263,261,14,76,24.76235252,42.1101853,382.0939718,12.00805088,6,16.36968512,6.672898871,35.62222425,30.01685692,12486.11449,309.7003072,7,0.810534397,negative
ACI WORLDWIDE INC,0000950123,09-059213,215,13,83,23.36030084,65.73871327,313.5711026,82.26362081,26,25.08928695,3.149556717,40.73566791,28.66737127,13119.98813,500.9225735,6,1.597476838,negative
ACI WORLDWIDE INC,0000950123,10-043611,275,14,65,24.42155317,37.97662998,325.8793092,36.82084773,47,34.21799063,3.112137625,40.73517442,22.40782025,11769.67942,442.0527571,8,1.356492249,negative
ACI WORLDWIDE INC,0000950123,10-070376,295,15,100,18.89272955,66.56895538,355.1289822,37.99338051,27,15.06668123,5.445430105,25.04001678,41.77837097,22783.95708,382.250047,4,1.076369618,negative
ACI WORLDWIDE INC,0000950123,10-097940,270,13,83,27.61169196,32.84686611,375.8225099,38.70746107,50,34.62299105,3.63258428,28.96112415,20.1401865,15798.67977,239.7307784,9,0.637882969,negative
ACI WORLDWIDE INC,0000950123,11-041506,236,10,76,18.07985008,70.75958034,387.392516,38.14447205,-5,29.65652021,4.642413983,19.53602346,31.0105406,14994.75623,437.1867639,12,1.128536938,positive
ACI WORLDWIDE INC,0000950137,09-003756,242,11,66,23.06865597,43.69649266,403.116321,20.74910304,37,28.87805519,3.519135465,26.0167314,20.93454832,29473.79026,394.1157967,9,0.977672637,positive
ACI WORLDWIDE INC,0001104659,07-061306,248,11,105,25.78042225,30.01682902,327.8946941,91.05208512,-7,28.96938885,6.739258294,25.25513699,29.27943431,27348.25886,242.8264304,8,0.740562244,negative
ACI WORLDWIDE INC,0001104659,07-070942,172,11,98,13.47131602,15.54669733,344.1949047,44.07899915,25,38.17927313,3.363239334,27.40335552,30.24884128,18494.62361,514.0426489,12,1.493463854,negative
ACI WORLDWIDE INC,0001104659,08-011562,298,13,91,27.088992,33.33224687,365.3373415,77.09059071,14,26.0521395,3.344305127,37.60338669,45.05230582,17804.29927,854.5991777,12,2.339205662,positive
ACI WORLDWIDE INC,0001104659,08-031815,274,12,104,21.29253531,73.0194171,320.9022796,40.75936888,6,44.67783952,4.694490654,18.90782759,25.66540694,16168.03614,333.0390247,9,1.037820689,negative
ACI WORLDWIDE INC,0001104659,08-051898,258,12,86,23.00076819,53.44329017,421.3471744,89.48099534,9,32.50787817,6.021423088,37.91155316,42.07114251,15325.65789,441.9434265,10,1.048881904,negative
ACI WORLDWIDE INC,0001104659,08-069015,176,11,62,13.29491244,81.54139949,400.8971134,5.846524629,39,40.51280921,5.831037536,39.0013626,24.56767275,13819.14136,247.0702369,7,0.61629338,positive
ACI WORLDWIDE INC,0001193125,11-203710,254,15,96,14.85478454,40.7676278,393.7773476,90.48602606,44,24.80626356,3.014279892,22.74928332,47.57296078,18093.30302,913.6943827,8,2.320332513,positive
ACI WORLDWIDE INC,0001193125,11-285652,206,14,69,21.08066105,1.325862862,414.3207784,15.81818137,12,36.10122341,3.475665764,36.73778253,27.30823329,20388.48482,537.7496235,11,1.297906481,negative
ACI WORLDWIDE INC,0001193125,12-222715,224,13,70,19.03930622,82.1856235,387.9226616,59.36997938,8,38.64789254,5.661214755,22.02330835,41.05159049,24842.52476,343.1582951,12,0.88460492,negative
ACI WORLDWIDE INC,0001193125,12-337442,261,10,80,19.80170571,39.56696783,407.0676042,41.81151941,26,29.31161063,4.620857701,16.92903633,30.71158091,17752.73353,364.1317071,12,0.894523915,negative
ACI WORLDWIDE INC,0001193125,12-461815,233,12,103,14.68770207,51.28251047,438.1106368,90.14563022,21,15.8161455,5.330169807,16.00471638,20.37608651,18261.05406,197.4208668,4,0.450618748,negative
ACI WORLDWIDE INC,0001193125,13-204568,292,15,103,20.42491575,19.46501117,332.6574046,90.82468454,42,21.42981627,5.626351236,19.14514263,23.53070245,23828.49028,169.1659695,7,0.508529097,positive
ACI WORLDWIDE INC,0001193125,13-327324,297,11,88,30.8807831,64.18848345,409.6452345,11.13762494,31,35.10015865,6.080888587,33.19646462,34.70747086,23845.33477,311.9618013,5,0.76154139,negative
ACI WORLDWIDE INC,0001193125,14-178687,186,12,104,17.68218236,81.69216599,326.2087898,88.97518134,-17,43.51387228,6.637544238,40.65830191,47.75181435,10044.8858,359.1231296,6,1.10089961,negative
ACI WORLDWIDE INC,0001193125,14-289556,248,14,105,20.73446399,59.35902996,366.8187427,72.13513946,46,38.67403994,4.125086063,26.10886206,24.77222545,24748.64559,305.3422332,11,0.832406302,positive
ACI WORLDWIDE INC,0001193125,14-388958,183,15,92,13.48400176,29.78292145,432.5305703,47.98565021,10,31.86695582,4.598869798,30.05068823,48.67900515,23174.1958,643.6470162,9,1.488096011,positive
ACI WORLDWIDE INC,0001193125,15-160426,301,15,63,17.70443765,69.97093084,355.1134704,56.82101536,10,33.58537434,3.831136958,27.44205538,42.83244493,21605.26261,744.1522419,5,2.095533692,negative
ACI WORLDWIDE INC,0001193125,15-269560,248,12,75,26.81977164,42.40848699,394.3231808,31.66368371,35,42.48738659,3.974767516,21.98879105,27.65676303,10896.85105,348.2896008,12,0.88325926,positive
ACI WORLDWIDE INC,0001193125,15-367564,187,14,99,15.13874228,90.14531163,369.6507274,93.37890715,-6,36.7099415,3.302049571,21.963147,45.0853277,20014.76888,885.8181106,12,2.396365123,positive
ACI WORLDWIDE INC,0001193125,16-579357,245,11,97,15.65693022,76.51561973,424.4524786,12.5562987,23,23.1446341,5.629489616,20.92512584,26.19336844,13876.77403,278.2917571,11,0.655648797,positive
ACI WORLDWIDE INC,0001193125,16-661756,169,13,107,16.92422182,3.938043693,362.2163002,89.4252802,29,23.72649883,6.306460117,36.68233312,36.8432788,13258.97292,404.6265331,7,1.117085379,negative
ACI WORLDWIDE INC,0001193125,16-758425,137,14,71,15.42200306,50.62147498,401.52306,14.43148473,34,39.74478024,5.582618793,33.26016189,41.22065533,22439.5526,424.6385463,11,1.057569511,negative
ACI WORLDWIDE INC,0001193125,17-157543,308,14,72,19.01998033,18.92556285,404.505377,10.75440011,-6,17.68706742,5.457748252,32.38668146,39.79682564,21903.59892,453.8121603,8,1.121894012,positive
ACI WORLDWIDE INC,0001193125,17-237631,180,13,62,20.02870037,33.88308897,406.7155973,37.84871984,36,33.88337947,4.71566804,22.87553132,34.89281023,24345.16514,346.9071639,4,0.852947775,negative
ACI WORLDWIDE INC,0001193125,17-330429,287,15,67,25.38066389,4.03377678,329.9789132,65.31622099,-5,26.01808513,6.264463736,20.96334782,29.8616727,15212.33593,250.2249265,10,0.758305808,positive
ACI WORLDWIDE INC,0001193125,18-159049,245,13,62,21.95235928,71.05237718,322.3115471,10.36885226,-6,32.41194113,6.094730912,24.78516551,41.43877608,14997.60707,339.3137491,5,1.052750831,positive
ACI WORLDWIDE INC,0001193125,18-236738,248,10,65,19.44214043,51.50886457,346.8748339,70.81236934,3,41.4500313,6.733737791,40.18808199,39.79929897,21153.8554,287.390019,6,0.828512163,positive
ACI WORLDWIDE INC,0001193125,18-322064,211,10,77,13.12872108,29.47426738,361.3996175,8.505110456,-1,29.3472049,3.378810082,40.50874963,34.78327109,20817.57969,423.0415468,5,1.170564456,positive
ACI WORLDWIDE INC,0001193125,19-142712,213,11,75,11.86690944,54.24579652,427.9979834,23.31356984,48,28.75773951,6.202871985,41.50553577,38.29596694,20399.63833,430.8599204,10,1.0066868,positive
ACI WORLDWIDE INC,0001628280,19-010452,284,12,61,18.784991,67.40090418,373.3340976,72.80639318,18,20.9689938,3.811544515,22.21428586,37.24733891,10988.23813,678.4690143,7,1.817323997,negative
ACTUA CORP,0001085621,16-000012,182,10,92,19.79286308,14.57650487,428.4717518,26.11085503,28,43.52306168,3.896437879,43.16614978,21.1245093,13479.4597,284.1885773,10,0.663260941,positive
ACTUA CORP,0001085621,17-000004,193,10,104,21.3052481,89.7778157,414.1990781,52.35894562,45,33.09439782,3.444261063,39.26711577,31.97268201,26001.19637,456.5847127,9,1.102331552,negative
ACTUA CORP,0001085621,18-000003,245,10,98,20.93635531,45.34912626,338.1131437,54.42239185,37,36.370052,6.625533759,28.24026295,41.64509215,20882.94434,418.6679957,6,1.238248212,negative
ACTUA CORP,0001564590,15-001219,221,13,89,16.90428552,26.24086975,373.9352049,32.81327791,2,24.57307936,3.804398954,27.39575695,46.72879213,15427.45839,820.1001524,6,2.193161119,negative
ACTUA CORP,0001085621,15-000005,231,10,60,17.73889357,89.65902401,346.2435717,55.92001626,36,25.26264463,4.798439329,34.22137672,37.46588216,15328.26934,359.1055993,4,1.03714734,positive
ACTUA CORP,0001085621,15-000008,252,12,83,22.20479173,45.80168016,434.5472951,69.74440128,-9,27.33981119,3.083188782,29.89255561,33.61143453,18908.63007,613.0911174,5,1.410873165,negative
